precision,recall,f1-score,support
0.9128919860627178,0.8766730401529637,0.8944159960985126,2092.0
0.9026853904902685,0.9494687742938586,0.9254862338974489,3859.0
0.9210933470861269,0.8686770428015564,0.8941176470588236,2056.0
0.9097040089921319,0.9097040089921319,0.9097040089921319,0.9097040089921319
0.912223574546371,0.8982729524161263,0.9046732923515951,8007.0
0.9100787908522828,0.9097040089921319,0.9093137907832253,8007.0
