precision,recall,f1-score,support
0.19944134078212292,0.223125,0.21061946902654868,1600.0
0.21326720396776194,0.20911854103343466,0.21117249846531613,1645.0
0.19596723377441713,0.19209388511426806,0.19401122894572675,1619.0
0.19760479041916168,0.1884517766497462,0.19291977914907438,1576.0
0.19088507265521795,0.18442884492661135,0.1876014281077572,1567.0
0.19957537154989385,0.19957537154989385,0.19957537154989385,0.19957537154989385
0.1994331283197363,0.19944360954481205,0.19926488073888465,8007.0
0.19954336278387308,0.19957537154989385,0.19938642436178983,8007.0
